case,variant,rows,k,q,columns,reversed,sample,iterations,elapsed_ns,ns_per_call,cpu_mhz,median,mean,stddev,ci95_mean_low,ci95_mean_high
scalar_output,context_default,1,64,64,1,0,7,16384,32540500,1986.114501953125,2875.0799999999999,2024.64599609375,2036.3532172309028,36.278423725526515,2002.7352112452484,2069.9712232165575
scalar_output,context_default,1,64,64,1,0,8,16384,33111200,2020.947265625,2875.0799999999999,2024.64599609375,2036.3532172309028,36.278423725526515,2002.7352112452484,2069.9712232165575
scalar_output,context_forced,1,64,64,1,0,0,16384,36588000,2233.154296875,3354.2600000000002,2018.499755859375,2071.9387478298613,97.730362479270894,1981.3752785990703,2162.5022170606521
scalar_output,context_forced,1,64,64,1,0,1,16384,36476200,2226.33056640625,2690.7799999999997,2018.499755859375,2071.9387478298613,97.730362479270894,1981.3752785990703,2162.5022170606521
scalar_output,context_forced,1,64,64,1,0,2,16384,33747900,2059.808349609375,2727.6399999999999,2018.499755859375,2071.9387478298613,97.730362479270894,1981.3752785990703,2162.5022170606521
scalar_output,context_forced,1,64,64,1,0,3,16384,32567600,1987.7685546875,2617.0599999999999,2018.499755859375,2071.9387478298613,97.730362479270894,1981.3752785990703,2162.5022170606521
scalar_output,context_forced,1,64,64,1,0,4,16384,32826900,2003.594970703125,2801.3600000000001,2018.499755859375,2071.9387478298613,97.730362479270894,1981.3752785990703,2162.5022170606521
scalar_output,context_forced,1,64,64,1,0,5,16384,34652900,2115.045166015625,2838.2200000000003,2018.499755859375,2071.9387478298613,97.730362479270894,1981.3752785990703,2162.5022170606521
scalar_output,context_forced,1,64,64,1,0,6,16384,32692600,1995.39794921875,2838.2200000000003,2018.499755859375,2071.9387478298613,97.730362479270894,1981.3752785990703,2162.5022170606521
scalar_output,context_forced,1,64,64,1,0,7,16384,33071100,2018.499755859375,2727.6399999999999,2018.499755859375,2071.9387478298613,97.730362479270894,1981.3752785990703,2162.5022170606521
scalar_output,context_forced,1,64,64,1,0,8,16384,32896600,2007.84912109375,2875.0799999999999,2018.499755859375,2071.9387478298613,97.730362479270894,1981.3752785990703,2162.5022170606521
scalar_output,scalar_prevalidated,1,64,64,1,0,0,16384,27920500,1704.132080078125,3354.2600000000002,1704.132080078125,1715.0004069010417,37.219357263581948,1680.5104691701224,1749.4903446319611
scalar_output,scalar_prevalidated,1,64,64,1,0,1,16384,27115700,1655.010986328125,2911.9400000000001,1704.132080078125,1715.0004069010417,37.219357263581948,1680.5104691701224,1749.4903446319611
scalar_output,scalar_prevalidated,1,64,64,1,0,2,16384,27744900,1693.414306640625,2727.6399999999999,1704.132080078125,1715.0004069010417,37.219357263581948,1680.5104691701224,1749.4903446319611
scalar_output,scalar_prevalidated,1,64,64,1,0,3,16384,28916700,1764.935302734375,2801.3600000000001,1704.132080078125,1715.0004069010417,37.219357263581948,1680.5104691701224,1749.4903446319611
scalar_output,scalar_prevalidated,1,64,64,1,0,4,16384,28786000,1756.9580078125,2801.3600000000001,1704.132080078125,1715.0004069010417,37.219357263581948,1680.5104691701224,1749.4903446319611
scalar_output,scalar_prevalidated,1,64,64,1,0,5,16384,27576300,1683.123779296875,2801.3600000000001,1704.132080078125,1715.0004069010417,37.219357263581948,1680.5104691701224,1749.4903446319611
scalar_output,scalar_prevalidated,1,64,64,1,0,6,16384,28527500,1741.180419921875,3059.3799999999997,1704.132080078125,1715.0004069010417,37.219357263581948,1680.5104691701224,1749.4903446319611
scalar_output,scalar_prevalidated,1,64,64,1,0,7,16384,28502000,1739.6240234375,2875.0799999999999,1704.132080078125,1715.0004069010417,37.219357263581948,1680.5104691701224,1749.4903446319611
scalar_output,scalar_prevalidated,1,64,64,1,0,8,16384,27797500,1696.624755859375,2875.0799999999999,1704.132080078125,1715.0004069010417,37.219357263581948,1680.5104691701224,1749.4903446319611
small,tensor_dot_serial,16,4,4,16,0,0,4096,34182900,8345.4345703125,2764.5,8478.1494140625,8504.6603732638887,141.59659880492103,8373.4475250379946,8635.8732214897827
small,tensor_dot_serial,16,4,4,16,0,1,4096,35072700,8562.6708984375,3354.2600000000002,8478.1494140625,8504.6603732638887,141.59659880492103,8373.4475250379946,8635.8732214897827
