case,variant,rows,k,q,columns,reversed,sample,iterations,elapsed_ns,ns_per_call,cpu_mhz,median,mean,stddev,ci95_mean_low,ci95_mean_high
reversed,context_forced,32,16,16,32,1,3,32,27342700,854459.375,2801.3600000000001,838275,851244.4444444445,31463.192501200851,822088.55272666505,880400.33616222395
reversed,context_forced,32,16,16,32,1,4,32,26698700,834334.375,2875.0799999999999,838275,851244.4444444445,31463.192501200851,822088.55272666505,880400.33616222395
reversed,context_forced,32,16,16,32,1,5,32,28912300,903509.375,3133.0999999999999,838275,851244.4444444445,31463.192501200851,822088.55272666505,880400.33616222395
reversed,context_forced,32,16,16,32,1,6,32,26402800,825087.5,3427.98,838275,851244.4444444445,31463.192501200851,822088.55272666505,880400.33616222395
reversed,context_forced,32,16,16,32,1,7,32,28865900,902059.375,2764.5,838275,851244.4444444445,31463.192501200851,822088.55272666505,880400.33616222395
reversed,context_forced,32,16,16,32,1,8,32,27351700,854740.625,3243.6799999999998,838275,851244.4444444445,31463.192501200851,822088.55272666505,880400.33616222395
reversed,scalar_prevalidated,32,16,16,32,1,0,256,24922500,97353.515625,2875.0799999999999,100813.28125,100650.30381944444,2149.3453406652452,98658.577137094646,102642.03050179423
reversed,scalar_prevalidated,32,16,16,32,1,1,256,26069400,101833.59375,2911.9400000000001,100813.28125,100650.30381944444,2149.3453406652452,98658.577137094646,102642.03050179423
reversed,scalar_prevalidated,32,16,16,32,1,2,256,25286600,98775.78125,2948.8000000000002,100813.28125,100650.30381944444,2149.3453406652452,98658.577137094646,102642.03050179423
reversed,scalar_prevalidated,32,16,16,32,1,3,256,26186500,102291.015625,2801.3600000000001,100813.28125,100650.30381944444,2149.3453406652452,98658.577137094646,102642.03050179423
reversed,scalar_prevalidated,32,16,16,32,1,4,256,26779800,104608.59375,2875.0799999999999,100813.28125,100650.30381944444,2149.3453406652452,98658.577137094646,102642.03050179423
reversed,scalar_prevalidated,32,16,16,32,1,5,256,25890400,101134.375,3096.2399999999998,100813.28125,100650.30381944444,2149.3453406652452,98658.577137094646,102642.03050179423
reversed,scalar_prevalidated,32,16,16,32,1,6,256,25489500,99568.359375,2801.3600000000001,100813.28125,100650.30381944444,2149.3453406652452,98658.577137094646,102642.03050179423
reversed,scalar_prevalidated,32,16,16,32,1,7,256,25808200,100813.28125,3317.4000000000001,100813.28125,100650.30381944444,2149.3453406652452,98658.577137094646,102642.03050179423
reversed,scalar_prevalidated,32,16,16,32,1,8,256,25465400,99474.21875,2801.3600000000001,100813.28125,100650.30381944444,2149.3453406652452,98658.577137094646,102642.03050179423
