case,variant,workers,callers,grain,rows,inner,columns,batches,nested,padded,pool_spin_us,sample,iterations,elapsed_ns,ns_per_call,cpu_mhz,median,mean,stddev,ci95_mean_low,ci95_mean_high,throughput_calls_s
batch_one_row,context_forced,4,1,16,1,64,64,128,0,0,0,6,64,38973300,608957.8125,3243.6799999999998,605160.9375,602003.9930555555,9305.4313669094427,593380.95998888614,610627.02612222487,1652.4529890034416
batch_one_row,context_forced,4,1,16,1,64,64,128,0,0,0,7,64,37954200,593034.375,2838.2200000000003,605160.9375,602003.9930555555,9305.4313669094427,593380.95998888614,610627.02612222487,1652.4529890034416
batch_one_row,context_forced,4,1,16,1,64,64,128,0,0,0,8,64,37683000,588796.875,2727.6399999999999,605160.9375,602003.9930555555,9305.4313669094427,593380.95998888614,610627.02612222487,1652.4529890034416
near_cutoff48,serial,4,1,16,48,48,48,1,0,0,0,0,2048,26657100,13016.162109375,2690.7799999999997,13005.46875,13021.202256944445,164.67376510156834,12868.604567950326,13173.799945938565,76890.731062653926
near_cutoff48,serial,4,1,16,48,48,48,1,0,0,0,1,2048,26621800,12998.92578125,2764.5,13005.46875,13021.202256944445,164.67376510156834,12868.604567950326,13173.799945938565,76890.731062653926
near_cutoff48,serial,4,1,16,48,48,48,1,0,0,0,2,2048,26635200,13005.46875,2801.3600000000001,13005.46875,13021.202256944445,164.67376510156834,12868.604567950326,13173.799945938565,76890.731062653926
near_cutoff48,serial,4,1,16,48,48,48,1,0,0,0,3,2048,26439500,12909.912109375,2727.6399999999999,13005.46875,13021.202256944445,164.67376510156834,12868.604567950326,13173.799945938565,76890.731062653926
near_cutoff48,serial,4,1,16,48,48,48,1,0,0,0,4,2048,26636600,13006.15234375,2653.9200000000001,13005.46875,13021.202256944445,164.67376510156834,12868.604567950326,13173.799945938565,76890.731062653926
near_cutoff48,serial,4,1,16,48,48,48,1,0,0,0,5,2048,26743500,13058.349609375,2801.3600000000001,13005.46875,13021.202256944445,164.67376510156834,12868.604567950326,13173.799945938565,76890.731062653926
near_cutoff48,serial,4,1,16,48,48,48,1,0,0,0,6,2048,26301200,12842.3828125,2727.6399999999999,13005.46875,13021.202256944445,164.67376510156834,12868.604567950326,13173.799945938565,76890.731062653926
