schema_version,timestamp,benchmark,case,implementation,unit,median,mean,stddev,ci95_mean_low,ci95_mean_high,result_allocations,result_bytes,platform,compiler,cpu_context,seed,warmup,batches,target_work,min_batch_ms,sample,iterations,elapsed_ns,ns_per_call,cpu_mhz,dtype,inputs,output,quick,scope,stabilize,cooldown,cache_regime,work_per_call,statistics_kind
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/contiguous,allocation_only,ns/call,98.287812500000001,119.40293749999999,55.395568544232205,88.794358508628264,150.01151649137171,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,11,320000,31130700,97.283437500000005,2875.0799999999999,float,"left=[16] strides=[1] origin=7 right=[16] strides=[1] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/contiguous,allocation_only,ns/call,98.287812500000001,119.40293749999999,55.395568544232205,88.794358508628264,150.01151649137171,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,12,320000,31370900,98.034062500000005,2838.2200000000003,float,"left=[16] strides=[1] origin=7 right=[16] strides=[1] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/contiguous,allocation_only,ns/call,98.287812500000001,119.40293749999999,55.395568544232205,88.794358508628264,150.01151649137171,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,13,320000,31975500,99.923437500000006,3280.54,float,"left=[16] strides=[1] origin=7 right=[16] strides=[1] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/contiguous,allocation_only,ns/call,98.287812500000001,119.40293749999999,55.395568544232205,88.794358508628264,150.01151649137171,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,14,320000,31214300,97.544687499999995,2911.9400000000001,float,"left=[16] strides=[1] origin=7 right=[16] strides=[1] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/padded,fat_p,ns/call,173.079375,192.14329166666667,55.41141242994442,161.52595820557656,222.76062512775678,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,0,160000,52256800,326.60500000000002,2653.9200000000001,float,"left=[16] strides=[2] origin=7 right=[16] strides=[2] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/padded,fat_p,ns/call,173.079375,192.14329166666667,55.41141242994442,161.52595820557656,222.76062512775678,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,1,160000,28056700,175.354375,2580.1999999999998,float,"left=[16] strides=[2] origin=7 right=[16] strides=[2] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/padded,fat_p,ns/call,173.079375,192.14329166666667,55.41141242994442,161.52595820557656,222.76062512775678,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,2,160000,27814700,173.84187499999999,2580.1999999999998,float,"left=[16] strides=[2] origin=7 right=[16] strides=[2] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/padded,fat_p,ns/call,173.079375,192.14329166666667,55.41141242994442,161.52595820557656,222.76062512775678,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,3,160000,52817800,330.11124999999998,2690.7799999999997,float,"left=[16] strides=[2] origin=7 right=[16] strides=[2] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/padded,fat_p,ns/call,173.079375,192.14329166666667,55.41141242994442,161.52595820557656,222.76062512775678,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,4,160000,27207300,170.045625,2764.5,float,"left=[16] strides=[2] origin=7 right=[16] strides=[2] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
1,"2026-08-31 06:50:46",TensorMatmul,dot/float/small/padded,fat_p,ns/call,173.079375,192.14329166666667,55.41141242994442,161.52595820557656,222.76062512775678,1,4,Windows-x64,GCC-16.1,"[2026-08-31 06:50:46] linear algebra start CPU: 3538 MHz (base: 3686)",12345,3,15,10000,20,5,160000,27399300,171.24562499999999,2764.5,float,"left=[16] strides=[2] origin=7 right=[16] strides=[2] origin=7","[]",0,1,1,1,reused_inputs_no_flush,16,dispersion_of_batch_means
